review,features,product,review_cleaned
"the best of everything 
camera recent price drops have made the g3 the best bargain in digital cameras currently available . 
control advanced photobugs will find more creative control than imaginable . 
auto setting newbies will find the full auto setting will give them perfect pictures right out of the box . 
photo quality 4 megapixels is enough for anybody and the photo quality is awesome . do n't get fooled by the 5 megapixel marketing hype . unless you want to print murals , you do n't need it . 
use those used to 35mm cameras will find the g3 very comfortable and friendly to use . anyone looking for more than "" point and shoot "" can make a huge step up for a moderate price difference . 
zoom,lense the extended zoom range and faster lense put it at the top of it 's class . i expect the g3 will please me for years to come .","[{'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'control', 'polarity': 1, 'strength': 2}, {'feature': 'setting', 'polarity': 1, 'strength': 2}, {'feature': 'quality', 'polarity': 1, 'strength': 3}, {'feature': 'use', 'polarity': 1, 'strength': 2}, {'feature': 'zoom', 'polarity': 1, 'strength': 2}, {'feature': 'lense', 'polarity': 1, 'strength': 2}]",Canon Camera,best everything camera recent price drop made g3 best bargain digital camera currently available control advanced photobugs find creative control imaginable auto setting newbie find full auto setting give perfect picture right box photo quality 4 megapixels enough anybody photo quality awesome nt get fooled 5 megapixel marketing hype unless want print mural nt need use used 35mm camera find g3 comfortable friendly use anyone looking point shoot make huge step moderate price difference zoomlense extended zoom range faster lense put top class expect g3 please year come
"pure class & quality - a work of craftmanship 
camera i recommend unreservedly the powershot g3 to any potential buyer looking for a first-class digital camera at a reasonable price - there is no better camera out there - period ! 
picture, control, battery, software it gives great pictures , the controls are easy to use , the battery lasts forever on one single charge , the software is very user-friendly and it is beautiful in it chrome casing . 
photo quality, auto mode i began taking pics as soon as i got this camera and am amazed at the quality of photos i have took simply by using the auto mode . absolutely breathtaking . i was considering the olympus camedia c-5050 but was convinced to buy the g3 after visiting a store and holding it in my hands and trying it out . the olympus is a bit clumsy-looking and the user-interface not as friendly as the canon , but one of the features that sold me on the g3 was the battery life - no other camera out there gives you the type of battery life as the canon g3 . i would recommend a larger compact-flash card , at least 128 mb . i bought a 512 mb card by simpletech and it works great with my canon .","[{'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'picture', 'polarity': 1, 'strength': 3}, {'feature': 'control', 'polarity': 1, 'strength': 2}, {'feature': 'battery', 'polarity': 1, 'strength': 2}, {'feature': 'software', 'polarity': 1, 'strength': 2}, {'feature': 'quality', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}]",Canon Camera,pure class quality work craftmanship camera recommend unreservedly powershot g3 potential buyer looking firstclass digital camera reasonable price better camera period picture control battery software give great picture control easy use battery last forever one single charge software userfriendly beautiful chrome casing photo quality auto mode began taking pic soon got camera amazed quality photo took simply using auto mode absolutely breathtaking considering olympus camedia c5050 convinced buy g3 visiting store holding hand trying olympus bit clumsylooking userinterface friendly canon one feature sold g3 battery life camera give type battery life canon g3 would recommend larger compactflash card least 128 mb bought 512 mb card simpletech work great canon
"great camera what else can you say about a camera that works for both of you ? i make photographs at work , and so wanted a camera good enough to compare with what i use professionally . at the same time , i wanted my wife to not be intimidated by knobs and buttons . i recieved the camera , inserted a larger cf card , charged the battery , and handed it to my wife . i showed her how to turn it on , where the lens zoom lever is , and she loves it ! 
canera this camera has canon 's great colorimetry , plus what you see in the lcd is what you get . 
print the prints are beautiful ! and you get about 120 images on a 256mb card at highest quality . i tried out some other brands in the stores , and was disappointed by the battery life of the other company ; plus what you see in the lcd ( no optical finder ) is n't what you get - not even for color ; the output was less than i expected . 
battery although canon 's batteries are proprietary , they last a really long time , recharge fairly quickly in the camera , plus if you want ' more power ' , you can even find a knockoff charger and spare batteries right here on amazon .","[{'feature': 'canera', 'polarity': 1, 'strength': 2}, {'feature': 'print', 'polarity': 1, 'strength': 2}, {'feature': 'battery', 'polarity': 1, 'strength': 1}]",Canon Camera,great camera else say camera work make photograph work wanted camera good enough compare use professionally time wanted wife intimidated knob button recieved camera inserted larger cf card charged battery handed wife showed turn lens zoom lever love canera camera canon great colorimetry plus see lcd get print print beautiful get 120 image 256mb card highest quality tried brand store disappointed battery life company plus see lcd optical finder nt get even color output less expected battery although canon battery proprietary last really long time recharge fairly quickly camera plus want power even find knockoff charger spare battery right amazon
"if you love an slr 35mm but need to go digital 
camera this is a great camera for you ! 
control,auto mode the canon g3 gives tons of control for photo buffs but still has an "" auto "" mode that makes it very easy for the novice to use . i can hand this to anyone and know they will take some great photos ! 
control i love having the option to manually control the f-stop , shutter speed and even focus . 
photo i was able to take great photos of the 4th of july fire works , and got some amazing shots of the kids playing with sparklers . warning - i did read the manual ! 
control but if you 've used a slr 35mm camera , the controls are very intuitive ! once i read the manual i was able to point and shoot without having to fumble around trying to figure out where the controls are located . 
dial with a quick spin of the dial you can select shutter priority ( for high speed subjects ) , aperture priority ( for focal length ) or full program mode where the camera selects both for ideal photo quality . 
manual mode the manual mode is easy to use with fast access for the selection of shutter speed and aperture without having to fumble through menu options . it does n't do you any good if a camera has all the features but you can 't access them quickly when you need them ! 
feel,weight this camera also has a great feel and weight to it . 
feel you feel like you are holding something of substance , not some cheap plastic toy . 
camera the more i work with it , the more i love it ! i would recomend that you purchase a lexar media cf for the camera as the sandisk card that comes packaged is too small and too slow ! 
camera i did n't think i would find this quality and ease of use for under $ 1500 - i 'm thrilled with my purchase !","[{'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'control', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'control', 'polarity': 1, 'strength': 2}, {'feature': 'photo', 'polarity': 1, 'strength': 3}, {'feature': 'control', 'polarity': 1, 'strength': 2}, {'feature': 'dial', 'polarity': 1, 'strength': 1}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'feel', 'polarity': 1, 'strength': 2}, {'feature': 'weight', 'polarity': 1, 'strength': 2}, {'feature': 'feel', 'polarity': 1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Canon Camera,love slr 35mm need go digital camera great camera controlauto mode canon g3 give ton control photo buff still auto mode make easy novice use hand anyone know take great photo control love option manually control fstop shutter speed even focus photo able take great photo 4th july fire work got amazing shot kid playing sparkler warning read manual control used slr 35mm camera control intuitive read manual able point shoot without fumble around trying figure control located dial quick spin dial select shutter priority high speed subject aperture priority focal length full program mode camera selects ideal photo quality manual mode manual mode easy use fast access selection shutter speed aperture without fumble menu option nt good camera feature access quickly need feelweight camera also great feel weight feel feel like holding something substance cheap plastic toy camera work love would recomend purchase lexar medium cf camera sandisk card come packaged small slow camera nt think would find quality ease use 1500 thrilled purchase
"outstanding camera 
camera this is my first digital camera , and i am very pleased with it . i do not know a whole lot about photography , but i am happy to know that this camera can always perform , even as i grow in skill and knowledge . 
camera seriously , this thing has everything that a pro or expert amateur could want . 
picture, auto mode but at the same time , it takes wonderful pictures very easily in "" auto "" mode , so that even an average joe like me can use it ! 
four megapixel four megapixels is great . i know there are five mp cameras out there , but this thing does just fine for me . if you want , check out the canon website and they have some sample images , taken by this camera , for you to download . if you are looking for a very simple point and shoot camera , this is probably not what you are looking for . if you are looking for an outstanding camera that can take you from simple to complex , this is it . 
product it is a very amazing product . 
camera i highly recommend it .","[{'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'megapixel', 'polarity': 1, 'strength': 1}, {'feature': 'product', 'polarity': 1, 'strength': 3}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Canon Camera,outstanding camera camera first digital camera pleased know whole lot photography happy know camera always perform even grow skill knowledge camera seriously thing everything pro expert amateur could want picture auto mode time take wonderful picture easily auto mode even average joe like use four megapixel four megapixels great know five mp camera thing fine want check canon website sample image taken camera download looking simple point shoot camera probably looking looking outstanding camera take simple complex product amazing product camera highly recommend
"love my new g 3 
feature just received this camera two days ago and already love the features it has . 
photo takes excellent photos . 
night mode night mode is clear as day . 
use i have not played with all the features yet , but the camera is easy to use once you get used to it . 
viewfinder the only drawback is the viewfinder is slightly blocked by the lens . however , using the lcd seems to eliminate this minor problem . 
camera overall it is the best camera on the market . i give it 10 stars !","[{'feature': 'feature', 'polarity': 1, 'strength': 2}, {'feature': 'photo', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'use', 'polarity': 1, 'strength': 1}, {'feature': 'viewfinder', 'polarity': -1, 'strength': 1}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Canon Camera,love new g 3 feature received camera two day ago already love feature photo take excellent photo night mode night mode clear day use played feature yet camera easy use get used viewfinder drawback viewfinder slightly blocked lens however using lcd seems eliminate minor problem camera overall best camera market give 10 star
noise level this camera has significantly more noise at iso 100 than the nikon 4500 .,[],Canon Camera,noise level camera significantly noise iso 100 nikon 4500
"the pictures are brillient i just bought the camera a few days ago . before i "" get used to it "" , here are my first feelings : 
picture quality a ) the picture quality ( color and sharpness of focusing ) are so great , it completely eliminated my doubt about digital imaging --- how could one eat rice one grain at a time : - ) ) 
lens cover b ) the lens cover is surely loose , i already accidently finger-printed the len a few times , and au lens tigt and cause potential damage . i wish canon would work out some way for that issue . 
zooming lever the zooming lever is shaky , i hope it does not operate mechanically , otherwise you 'll feel uneasy .","[{'feature': 'quality', 'polarity': 1, 'strength': 3}, {'feature': 'cover', 'polarity': -1, 'strength': 2}, {'feature': 'lever', 'polarity': -1, 'strength': 2}]",Canon Camera,picture brillient bought camera day ago get used first feeling picture quality picture quality color sharpness focusing great completely eliminated doubt digital imaging could one eat rice one grain time lens cover b lens cover surely loose already accidently fingerprinted len time au lens tigt cause potential damage wish canon would work way issue zooming lever zooming lever shaky hope operate mechanically otherwise feel uneasy
"great gadget i bought this last week through amazon . got a great deal from a reputable seller . 
camera i love this camera . i am still trying to figure out the may options it has . 
picture took hundreds of pictures and they were great . 
color,picture,white balance great colors , pictures and white balance . 
optical zoom has 4x optical zoom which is higher than any other in the same price range . it is generally overpriced a little bit but you get what you are paying for .","[{'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 2}, {'feature': 'color', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 2}, {'feature': 'balance', 'polarity': 1, 'strength': 2}, {'feature': 'zoom', 'polarity': 1, 'strength': 1}]",Canon Camera,great gadget bought last week amazon got great deal reputable seller camera love camera still trying figure may option picture took hundred picture great colorpicturewhite balance great color picture white balance optical zoom 4x optical zoom higher price range generally overpriced little bit get paying
"ok for a digital camera 
picture maybe it is my lack of experience , but i found shots with this camera very disappointing . 
price it was ( i sold it after a few months ) too expensive for the shots that i got . 
camera sure it had all the features , but when i tried to shoot a girl 's basketball game it just wan't up to the task . i do n't think i was asking too much . any film zoom p and s would have given superior results with a minimal effort . and with the 500 you save you could print the results for the life of the camera . 
camera i found that low light situations combined with any sort of action left this camera in the dust . i wanted it to shoot concerts as well . that meant even less light and just as much action . sure , i adjusted the film speed to 400 . 
grain the grain was terrible . next time i set it at 100 and used the flash . 
flash photo,noise well flash photos are never great , and there was still a lot of noise . 
photo when i took outdoor photos with plenty of light and the objects were n't moving , the photos were awesome . 
camera the camera was a marvel . getting the printer to help output them was another tale . overall i think that you need to consider what you wan't to do . for simple point and shoot photography , consider a cheaper digital . you do n't need the extra resolution or the cost . then again a one time use camera may do just as well . if you shoot in lots of light and desire high quality , this will be your camera . 
camera it is versatile and seems to be one of the best . me , i am going with a leica minilux ( the g3 was replacing mine which was stolen ) . sure . it is less versatile , but i am never disappointed with the output .","[{'feature': 'picture', 'polarity': -1, 'strength': 3}, {'feature': 'price', 'polarity': -1, 'strength': 3}, {'feature': 'camera', 'polarity': -1, 'strength': 2}, {'feature': 'camera', 'polarity': -1, 'strength': 3}, {'feature': 'grain', 'polarity': -1, 'strength': 3}, {'feature': 'photo', 'polarity': -1, 'strength': 3}, {'feature': 'noise', 'polarity': -1, 'strength': 2}, {'feature': 'photo', 'polarity': 1, 'strength': 3}, {'feature': 'camera', 'polarity': 1, 'strength': 1}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Canon Camera,ok digital camera picture maybe lack experience found shot camera disappointing price sold month expensive shot got camera sure feature tried shoot girl basketball game want task nt think asking much film zoom p would given superior result minimal effort 500 save could print result life camera camera found low light situation combined sort action left camera dust wanted shoot concert well meant even less light much action sure adjusted film speed 400 grain grain terrible next time set 100 used flash flash photonoise well flash photo never great still lot noise photo took outdoor photo plenty light object nt moving photo awesome camera camera marvel getting printer help output another tale overall think need consider want simple point shoot photography consider cheaper digital nt need extra resolution cost one time use camera may well shoot lot light desire high quality camera camera versatile seems one best going leica minilux g3 replacing mine stolen sure less versatile never disappointed output
"within its limitations i am a long-time user of highly responsive film slrs and professional quality external flash equipment , just so you know my bias . i have been watching the development of digicams for years , waiting to make my first move . what i really want is a $ 1,500 digital slr with a full frame sensor that will take my nikon lenses . i figure that is at least three years off , and i am getting impatient . hence i decided to spring for a point-and-shoot digicam that that would have features that would let me get around their inherent limitations . 
g3 i chose the g3 because of its reputation for very high quality , clean images . 
lag time,flash the two limitations i knew i would have to deal with are the very long lag time before it focus-locks ( even in bright light ) , and the unsatisfactory light quality of the built-in flash . as of this writing , technology has not solved the focus-lock lag time problem for point-and-shoot digicams and anyone who is satisfied with it simply has never used a modern film slr . at least once youve got focus lock , the shutter release lag time for the g3 is about 1/10 of a second , which from what ive read , is better than just about anything else available . 
depth what makes the focus-lock lag time something i can live with is the extreme depth of field obtainable with these point and shoot digicams at f8 . once i get focus lock , i can then wait until my restless subject ( a pet or a child ) strikes an amusing pose and then fire the shutter with some reasonable probability of getting my subject still in focus . now what about the flash problem ? 
flash relative to what i can easily achieve with external flash on my nikon slr , the internal flash on the g3 produces harsh , flat images with ugly hot spots . 
external flash hot shoe fortunately , the g3 has a hot shoe that can take an external flash , and fortunately for me , i already owned a one of the highest quality external flashes that money can buy : the metz 60 ct-4 . i cant use my nikon external flash on a canon camera , but i can use my metz , with the proper metz module and extension cord connected between the g3 and the 60 ct-4 . for those who have this metz flash ( or the 45cl-3 ) and would like to get the absolute ultimate quality out of this g3 , the metz module you need is the sca 3102 and the connector cord is the sca 3000c . in order for this to work , you have to set the camera to manual mode and set the shutter speed and f-stop yourself . 
flash contrary to what ive read elsewhere , the g3 does sync at 1/250 of a second with third-party flashes , just as it does with the dedicated flashes from canon . you also have to set the g3 to second shutter sync , which is what youd want to do most of the time anyhow . then just forget about all the controls you have on the metz flash head itself and the sca 3102 control panel , because they are all ignored . the g3 completely takes over controlling the duration of the metz flash , and most of the time , the exposure is spot on and when it isnt , its because youve exceeded the range of the metz flash itself . this might happen if you get too close to the subject and you are not bounce-flashing , or if you are bounce flashing and the walls are simply too far away . unfortunately , the neutral density filters for the metz flash are no longer available , so the first problem cant easily be solved . the second problem is solved by more direct lighting from the metz ( with the attendant shadows unfortunately ) . but once youve got your exposure within an acceptable range , the g3 is shown to produce utterly stunning images that i can hardly get with my nikon f100 film camera . the 60 ct-4 flash head can actually be reversed 180 degrees and then tilted , enabling you to bounce the flash off the walls behind you . the results are shadow-free images that look as if theyve been exposed with the gentlest natural light you could imagine . 
software now there is one more complaint i have about the g3 and that is the software that comes with it for processing raw images ( i only shoot in raw image mode and the first thing i did was replace the 32 mbyte cf with a 512 mbyte cf , which gives me 130 raw images , as opposed to 7 ! 
software the canon software for raw images does not present you with a raw image at all , but the raw image after it has been processed by all the image-affecting settings in the camera . i believe this is enabled by a second file that comes out of the camera that stores all this information . maybe if you delete those files before you looked at them with the software , youd see the true , raw image that the camera actually produces . i didnt wait to experiment . instead , i bought the adobe photoshop camera raw plug-in . 
g3 what this plug-in reveals is the truly stunning quality of the raw g3 hardware . 
color without any tweaking at all , if the exposure is accurate , the colors are as realistic as ive ever seen produced by film , and this is a raw image ! 
g3,software the adobe camera raw plug-in shows once again that hardware is miles ahead of software . 
software what the g3 raw image software gives you is a fantasy world designed to please the uncritical . what the photoshop plug-in gives you is reality , and then if you want fantasy , you can use photoshop to create it . 
image but at least youre starting with the most photorealistic images ive ever seen from a camera . 
raw image i am stunned and amazed at the quality of the raw images i am getting from this g3 ( in conjunction with my professional flash system ) , and can easily put up with the cameras limitations , because ive never seen anything better within its resolution limits .","[{'feature': 'g3', 'polarity': 1, 'strength': 1}, {'feature': 'time', 'polarity': -1, 'strength': 2}, {'feature': 'flash', 'polarity': -1, 'strength': 2}, {'feature': 'depth', 'polarity': 1, 'strength': 1}, {'feature': 'flash', 'polarity': -1, 'strength': 2}, {'feature': 'shoe', 'polarity': 1, 'strength': 1}, {'feature': 'flash', 'polarity': 1, 'strength': 2}, {'feature': 'software', 'polarity': -1, 'strength': 2}, {'feature': 'software', 'polarity': -1, 'strength': 2}, {'feature': 'g3', 'polarity': 1, 'strength': 3}, {'feature': 'color', 'polarity': 1, 'strength': 3}, {'feature': 'g3', 'polarity': 1, 'strength': 3}, {'feature': 'software', 'polarity': -1, 'strength': 2}, {'feature': 'software', 'polarity': -1, 'strength': 2}, {'feature': 'image', 'polarity': 1, 'strength': 3}, {'feature': 'image', 'polarity': 1, 'strength': 3}]",Canon Camera,within limitation longtime user highly responsive film slrs professional quality external flash equipment know bias watching development digicams year waiting make first move really want 1500 digital slr full frame sensor take nikon lens figure least three year getting impatient hence decided spring pointandshoot digicam would feature would let get around inherent limitation g3 chose g3 reputation high quality clean image lag timeflash two limitation knew would deal long lag time focuslocks even bright light unsatisfactory light quality builtin flash writing technology solved focuslock lag time problem pointandshoot digicams anyone satisfied simply never used modern film slr least youve got focus lock shutter release lag time g3 110 second ive read better anything else available depth make focuslock lag time something live extreme depth field obtainable point shoot digicams f8 get focus lock wait restless subject pet child strike amusing pose fire shutter reasonable probability getting subject still focus flash problem flash relative easily achieve external flash nikon slr internal flash g3 produce harsh flat image ugly hot spot external flash hot shoe fortunately g3 hot shoe take external flash fortunately already owned one highest quality external flash money buy metz 60 ct4 cant use nikon external flash canon camera use metz proper metz module extension cord connected g3 60 ct4 metz flash 45cl3 would like get absolute ultimate quality g3 metz module need sca 3102 connector cord sca 3000c order work set camera manual mode set shutter speed fstop flash contrary ive read elsewhere g3 sync 1250 second thirdparty flash dedicated flash canon also set g3 second shutter sync youd want time anyhow forget control metz flash head sca 3102 control panel ignored g3 completely take controlling duration metz flash time exposure spot isnt youve exceeded range metz flash might happen get close subject bounceflashing bounce flashing wall simply far away unfortunately neutral density filter metz flash longer available first problem cant easily solved second problem solved direct lighting metz attendant shadow unfortunately youve got exposure within acceptable range g3 shown produce utterly stunning image hardly get nikon f100 film camera 60 ct4 flash head actually reversed 180 degree tilted enabling bounce flash wall behind result shadowfree image look theyve exposed gentlest natural light could imagine software one complaint g3 software come processing raw image shoot raw image mode first thing replace 32 mbyte cf 512 mbyte cf give 130 raw image opposed 7 software canon software raw image present raw image raw image processed imageaffecting setting camera believe enabled second file come camera store information maybe delete file looked software youd see true raw image camera actually produce didnt wait experiment instead bought adobe photoshop camera raw plugin g3 plugin reveals truly stunning quality raw g3 hardware color without tweaking exposure accurate color realistic ive ever seen produced film raw image g3software adobe camera raw plugin show hardware mile ahead software software g3 raw image software give fantasy world designed please uncritical photoshop plugin give reality want fantasy use photoshop create image least youre starting photorealistic image ive ever seen camera raw image stunned amazed quality raw image getting g3 conjunction professional flash system easily put camera limitation ive never seen anything better within resolution limit
"knock your socks off great 
camera i 've had this for 3 months now , and i am pleased with my decision . 
camera this is the perfect camera for a photo hobbiest who wants to have easy point and shoot ability as well . my girlfriend loved using this camera so much as a point and shoot that i had to pry it out of her hands most of the time . 
battery life battery life , the drawback to most digital cameras , to quote k. reeves . whoa . 
manual function,picture quality manual functionality is excellent , downloading pictures is quick and a breeze , and the quality is astounding . i did a good month 's worth of research before buying this over other similar priced digital cameras , and this is the best buy for the buck . 
viewfinder,lcd,camera not perfect ( yes , the viewfinder can get obstructed in instances.but the lcd works well enough in those instances ) , not the cheapest 4.0 mp , but the best 4.0 mp . if you do n't believe me on that , check the consumer reports review as well as the many digital camera review sites out there . or save time and just do it , you wo n't regret it .","[{'feature': 'camera', 'polarity': 1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 3}, {'feature': 'life', 'polarity': 1, 'strength': 1}, {'feature': 'function', 'polarity': 1, 'strength': 2}, {'feature': 'quality', 'polarity': 1, 'strength': 3}, {'feature': 'viewfinder', 'polarity': -1, 'strength': 1}, {'feature': 'lcd', 'polarity': 1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Canon Camera,knock sock great camera 3 month pleased decision camera perfect camera photo hobbiest want easy point shoot ability well girlfriend loved using camera much point shoot pry hand time battery life battery life drawback digital camera quote k reef whoa manual functionpicture quality manual functionality excellent downloading picture quick breeze quality astounding good month worth research buying similar priced digital camera best buy buck viewfinderlcdcamera perfect yes viewfinder get obstructed instancesbut lcd work well enough instance cheapest 40 mp best 40 mp nt believe check consumer report review well many digital camera review site save time wo nt regret
"great digital camera after reading the very positive review of this camera in a leading consumer magazine , i decided to head here , to amazon , to read through the online reviews . the objections of the naysayers almost caused me to purchase a different camera , but , in the end , i figured i 'd give the g3 a try . i 'm very glad i did . 
service the service from the supplier was exceptional . the camera arrived on time and in perfect condition . 
photo having used it for more than a month , i can say that it consistently produces topnotch photos . recently , i attended a "" flyball "" competition -- an event that involves dogs running and jumping hurdles . 
photo by cocking the shutter to the halfway position and getting the settings ready to shoot , i was able to produce excellent stopaction photos -- contrary to what other reviewers experienced . 
automode,manual mode the camera is a dream to operate in automode , but also gives tremendous flexibility in aperture priority , shutter priority , and manual modes . in the coastal redwood forests i was able to use these additional features along with the macro-focussing option to shoot wonderful close-up photos of the trilliums and other flowers in bloom . 
viewfinder about the only legitimate criticsm from the online reviews is that fact that the lens really does obstruct the viewfinder . this effect is increased when one buys and uses a telephoto doubler . but who cares ? i always shoot using the lcd panel . 
camera i can 't write enough positive things about this great little camera !","[{'feature': 'service', 'polarity': 1, 'strength': 3}, {'feature': 'photo', 'polarity': 1, 'strength': 3}, {'feature': 'photo', 'polarity': 1, 'strength': 3}, {'feature': 'automode', 'polarity': 1, 'strength': 2}, {'feature': 'mode', 'polarity': 1, 'strength': 2}, {'feature': 'viewfinder', 'polarity': -1, 'strength': 2}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Canon Camera,great digital camera reading positive review camera leading consumer magazine decided head amazon read online review objection naysayer almost caused purchase different camera end figured give g3 try glad service service supplier exceptional camera arrived time perfect condition photo used month say consistently produce topnotch photo recently attended flyball competition event involves dog running jumping hurdle photo cocking shutter halfway position getting setting ready shoot able produce excellent stopaction photo contrary reviewer experienced automodemanual mode camera dream operate automode also give tremendous flexibility aperture priority shutter priority manual mode coastal redwood forest able use additional feature along macrofocussing option shoot wonderful closeup photo trillium flower bloom viewfinder legitimate criticsm online review fact lens really obstruct viewfinder effect increased one buy us telephoto doubler care always shoot using lcd panel camera write enough positive thing great little camera
"canon never ceases to amaze being a great fan of the g2 i set out with g3 with a somewhat negative expectation , difficult as it is to improve drastically on something already as ' perfect ' as the powershot g2 . 
canon but canon never fails to amaze . some of the great gains over g2 -- 
raw format 1 . the ability to selectively switch to raw format during record review gives you incredible more post-processing flexibility . 
battery life 2 . battery life is over 4.5 hours , compared to about 2.5 hours for the g2 or the 2 hours for most nikons . 
software 3 . the remote capture and fileviewer software bundled for photo capture is mind-blowing . looks sort of like picasa software ( google it if you dont know ) in the interface and is as easy to install and operate as g2 's , but more intuitive . 
shape 4 . the shape of this device is a little squarer , without losing the weight which means better balance and less shaking while clicking . a big plus in my book . 5 . the 1/200 sec , f5.6 + nd filter for highly exposed ( or very brightly lit ) environments . 
light auto correction the light auto-correction is awesome . 
picture you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right . 6 . the g2 's "" color effect "" exposure mode has now been removed , the replacement is a selectable "" effect func "" menu option available in all exposure modes . there are six default settings ( off , vivid , sepia , neutral , low sharpening , b & w ) as well as a ' custom effect ' that allows you to control sharpening , contrast and saturation . 7 . a new photostich software for stiching your pics into a panoramic view . i can of course buy such a tool off the shelves separately but helps if it comes with my camera . ( looks quite neat too suggesting that canon may have , er , canonized it a bit ). 
white offset 8 . perhaps inspired by the canon 's factory white-correction settings ( which were found lacking and had to be altered by a user before the white edges from buildings etc could be cleaned out ) , the g3 has much sharper white offsets . in english , this means that even straight out of the box , you 'll be amazed at the pics you end up taking . 9 . in dim lit environs the g2 could easily outperform any other camera , and thankfully g3 maintains this rep . personally i believe it even outperforms the g2 in terms of less haze and astonishingly real colors . 
g3 overall , the g3 delivers what must be considered the best image quality of any current > 4 megapixel digicams , from a detail , tonal balance and color response point of view . there 's really very little about g3 images to criticize . short of the eos range from canon or the d100s from nikon ( both slrs ) .
camera this is quite simply the best you can ask for .","[{'feature': 'canon', 'polarity': 1, 'strength': 3}, {'feature': 'format', 'polarity': 1, 'strength': 2}, {'feature': 'life', 'polarity': 1, 'strength': 1}, {'feature': 'software', 'polarity': 1, 'strength': 2}, {'feature': 'shape', 'polarity': 1, 'strength': 1}, {'feature': 'correction', 'polarity': 1, 'strength': 2}, {'feature': 'picture', 'polarity': 1, 'strength': 2}, {'feature': 'offset', 'polarity': 1, 'strength': 2}, {'feature': 'g3', 'polarity': 1, 'strength': 3}, {'feature': 'camera', 'polarity': 1, 'strength': 3}]",Canon Camera,canon never cease amaze great fan g2 set g3 somewhat negative expectation difficult improve drastically something already perfect powershot g2 canon canon never fails amaze great gain g2 raw format 1 ability selectively switch raw format record review give incredible postprocessing flexibility battery life 2 battery life 45 hour compared 25 hour g2 2 hour nikons software 3 remote capture fileviewer software bundled photo capture mindblowing look sort like picasa software google dont know interface easy install operate g2 intuitive shape 4 shape device little squarer without losing weight mean better balance less shaking clicking big plus book 5 1200 sec f56 nd filter highly exposed brightly lit environment light auto correction light autocorrection awesome picture could take picture stone glinting sun still avoid shining glaze get contour right 6 g2 color effect exposure mode removed replacement selectable effect func menu option available exposure mode six default setting vivid sepia neutral low sharpening b w well custom effect allows control sharpening contrast saturation 7 new photostich software stiching pic panoramic view course buy tool shelf separately help come camera look quite neat suggesting canon may er canonized bit white offset 8 perhaps inspired canon factory whitecorrection setting found lacking altered user white edge building etc could cleaned g3 much sharper white offset english mean even straight box amazed pic end taking 9 dim lit environs g2 could easily outperform camera thankfully g3 maintains rep personally believe even outperforms g2 term less haze astonishingly real color g3 overall g3 delivers must considered best image quality current 4 megapixel digicams detail tonal balance color response point view really little g3 image criticize short eos range canon d100s nikon slrs camera quite simply best ask
"love the g2 i love my g2 so thought i would upgrade . big mistake . 
low light focus the g3 had problems focusing in low light and would not take the picture when the shutter was pressed but after the shutter had been released a few seconds . 
picture got way too many blurry pictures . i have returned the g3 ( actually i tried two of them ) and have my g2 !","[{'feature': 'focus', 'polarity': -1, 'strength': 2}, {'feature': 'picture', 'polarity': -1, 'strength': 3}]",Canon Camera,love g2 love g2 thought would upgrade big mistake low light focus g3 problem focusing low light would take picture shutter pressed shutter released second picture got way many blurry picture returned g3 actually tried two g2
